name,gender,medal_type,country,country_code,event,discipline,url
EXUM Dante,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326481-exum-dante.htm
GOULDING Chris,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326482-goulding-chris.htm
INGLES Joe,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326484-ingles-joe.htm
KAY Nic,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326485-kay-nic.htm
LANDALE Jock,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326486-landale-jock.htm
MILLS Patty,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326488-mills-patty.htm
THYBULLE Matisse,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1326490-thybulle-matisse.htm
REATH Duop Thomas,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1483479-reath-duop-thomas.htm
SOBEY Nathan,Male,Bronze ,Australia,AUS,Men,Basketball,../../../en/results/basketball/athlete-profile-n1729970-sobey-nathan.htm
MOL Anders Berntsen,Male,Gold ,Norway,NOR,Men,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1343608-mol-anders-berntsen.htm
SORUM Christian Sandlie,Male,Gold ,Norway,NOR,Men,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1343609-sorum-christian-sandlie.htm
KRASILNIKOV Viacheslav,Male,Silver ,ROC,ROC,Men,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1428871-krasilnikov-viacheslav.htm
STOYANOVSKIY Oleg,Male,Silver ,ROC,ROC,Men,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1428872-stoyanovskiy-oleg.htm
YOUNOUSSE Cherif,Male,Bronze ,Qatar,QAT,Men,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1435321-younousse-cherif.htm
TIJAN Ahmed,Male,Bronze ,Qatar,QAT,Men,Beach Volleyball,../../../en/results/beach-volleyball/athlete-profile-n1435323-tijan-ahmed.htm
YAFAI Galal,Male,Gold ,Great Britain,GBR,Men's Fly (48-52kg),Boxing,../../../en/results/boxing/athlete-profile-n1443515-yafai-galal.htm
PAALAM Carlo,Male,Silver ,Philippines,PHI,Men's Fly (48-52kg),Boxing,../../../en/results/boxing/athlete-profile-n1464302-paalam-carlo.htm
SOUSA Hebert,Male,Gold ,Brazil,BRA,Men's Middle (69-75kg),Boxing,../../../en/results/boxing/athlete-profile-n1320482-sousa-hebert.htm
KHYZHNIAK Oleksandr,Male,Silver ,Ukraine,UKR,Men's Middle (69-75kg),Boxing,../../../en/results/boxing/athlete-profile-n1477669-khyzhniak-oleksandr.htm
KRASTEVA Stoyka Zhelyazkova,Female,Gold ,Bulgaria,BUL,Women's Fly (48-51kg),Boxing,../../../en/results/boxing/athlete-profile-n1328469-krasteva-stoyka-zhelyazkova.htm
CAKIROGLU Buse Naz,Female,Silver ,Turkey,TUR,Women's Fly (48-51kg),Boxing,../../../en/results/boxing/athlete-profile-n1378429-cakiroglu-buse-naz.htm
SURMENELI Busenaz,Female,Gold ,Turkey,TUR,Women's Welter (64-69kg),Boxing,../../../en/results/boxing/athlete-profile-n1378436-surmeneli-busenaz.htm
GU Hong,Female,Silver ,People's Republic of China,CHN,Women's Welter (64-69kg),Boxing,../../../en/results/boxing/athlete-profile-n1306086-gu-hong.htm
QUEIROZ dos SANTOS Isaquias,Male,Gold ,Brazil,BRA,Men's Canoe Single 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1329188-queiroz-dos-santos-isaquias.htm
LIU Hao,Male,Silver ,People's Republic of China,CHN,Men's Canoe Single 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1324788-liu-hao.htm
TARNOVSCHI Serghei,Male,Bronze ,Republic of Moldova,MDA,Men's Canoe Single 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1382333-tarnovschi-serghei.htm
LEMKE Max,Male,Gold ,Germany,GER,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1333353-lemke-max.htm
LIEBSCHER Tom,Male,Gold ,Germany,GER,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1333354-liebscher-tom.htm
RAUHE Ronald,Male,Gold ,Germany,GER,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1333358-rauhe-ronald.htm
RENDSCHMIDT Max,Male,Gold ,Germany,GER,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1333359-rendschmidt-max.htm
AREVALO Carlos,Male,Silver ,Spain,ESP,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1358213-arevalo-carlos.htm
CRAVIOTTO Saul,Male,Silver ,Spain,ESP,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1358222-craviotto-saul.htm
GERMADE Rodrigo,Male,Silver ,Spain,ESP,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1358236-germade-rodrigo.htm
WALZ Marcus,Male,Silver ,Spain,ESP,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1358266-walz-marcus.htm
BALAZ Samuel,Male,Bronze ,Slovakia,SVK,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1387273-balaz-samuel.htm
BOTEK Adam,Male,Bronze ,Slovakia,SVK,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1387275-botek-adam.htm
MYSAK Denis,Male,Bronze ,Slovakia,SVK,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1387294-mysak-denis.htm
VLCEK Erik,Male,Bronze ,Slovakia,SVK,Men's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1387303-vlcek-erik.htm
SUN Mengya,Female,Gold ,People's Republic of China,CHN,Women's Canoe Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1324886-sun-mengya.htm
XU Shixiao,Female,Gold ,People's Republic of China,CHN,Women's Canoe Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1324992-xu-shixiao.htm
LUZAN Liudmyla,Female,Silver ,Ukraine,UKR,Women's Canoe Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1334797-luzan-liudmyla.htm
CHETVERIKOVA Anastasiia,Female,Silver ,Ukraine,UKR,Women's Canoe Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1334790-chetverikova-anastasiia.htm
VINCENT-LAPOINTE Laurence,Female,Bronze ,Canada,CAN,Women's Canoe Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1433179-vincent-lapointe-laurence.htm
VINCENT Katie,Female,Bronze ,Canada,CAN,Women's Canoe Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1433178-vincent-katie.htm
BODONYI Dora,Female,Gold ,Hungary,HUN,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1301880-bodonyi-dora.htm
KOZAK Danuta,Female,Gold ,Hungary,HUN,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1302981-kozak-danuta.htm
CSIPES Tamara,Female,Gold ,Hungary,HUN,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1302771-csipes-tamara.htm
KARASZ Anna,Female,Gold ,Hungary,HUN,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1302870-karasz-anna.htm
LITVINCHUK Maryna,Female,Silver ,Belarus,BLR,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1290419-litvinchuk-maryna.htm
MAKHNEVA Marharyta,Female,Silver ,Belarus,BLR,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1290421-makhneva-marharyta.htm
PAPOK Nadzeya,Female,Silver ,Belarus,BLR,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1290422-papok-nadzeya.htm
KHUDZENKA Volha,Female,Silver ,Belarus,BLR,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1290425-khudzenka-volha.htm
NAJA Karolina,Female,Bronze ,Poland,POL,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1317117-naja-karolina.htm
PULAWSKA Anna,Female,Bronze ,Poland,POL,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1317114-pulawska-anna.htm
ISKRZYCKA Justyna,Female,Bronze ,Poland,POL,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1317116-iskrzycka-justyna.htm
WISNIEWSKA Helena,Female,Bronze ,Poland,POL,Women's Kayak Four 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1317098-wisniewska-helena.htm
HANSEN Lasse Norman,Male,Gold ,Denmark,DEN,Men's Madison,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1366655-hansen-lasse-norman.htm
MORKOV Michael,Male,Gold ,Denmark,DEN,Men's Madison,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1366657-morkov-michael.htm
WALLS Matthew,Male,Silver ,Great Britain,GBR,Men's Madison,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474980-walls-matthew.htm
HAYTER Ethan,Male,Silver ,Great Britain,GBR,Men's Madison,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474952-hayter-ethan.htm
GRONDIN Donavan,Male,Bronze ,France,FRA,Men's Madison,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1398927-grondin-donavan.htm
THOMAS Benjamin,Male,Bronze ,France,FRA,Men's Madison,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1398928-thomas-benjamin.htm
CAO Yuan,Male,Gold ,People's Republic of China,CHN,Men's 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1329531-cao-yuan.htm
YANG Jian,Male,Silver ,People's Republic of China,CHN,Men's 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1329912-yang-jian.htm
DALEY Thomas,Male,Bronze ,Great Britain,GBR,Men's 10m Platform,Diving,../../../en/results/diving/athlete-profile-n1444126-daley-thomas.htm
von ECKERMANN Henrik,O,Gold ,Sweden,SWE,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1436074-von-eckermann-henrik.htm
BARYARD-JOHNSSON Malin,O,Gold ,Sweden,SWE,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1436075-baryard-johnsson-malin.htm
FREDRICSON Peder,O,Gold ,Sweden,SWE,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1436076-fredricson-peder.htm
SPRINGSTEEN Jessica,O,Silver ,United States of America,USA,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1451492-springsteen-jessica.htm
KRAUT Laura,O,Silver ,United States of America,USA,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1451498-kraut-laura.htm
WARD McLain,O,Silver ,United States of America,USA,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1451510-ward-mclain.htm
DEVOS Pieter,O,Bronze ,Belgium,BEL,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1393569-devos-pieter.htm
GUERY Jerome,O,Bronze ,Belgium,BEL,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1401970-guery-jerome.htm
WATHELET Gregory,O,Bronze ,Belgium,BEL,Jumping Team,Equestrian,../../../en/results/equestrian/athlete-profile-n1401972-wathelet-gregory.htm
CLAUDINHO,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1409173-claudinho.htm
SANTOS,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351460-santos.htm
ANTONY,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351463-antony.htm
ABNER,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351464-abner.htm
BRENNO,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351475-brenno.htm
FUCHS Bruno,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351476-fuchs-bruno.htm
GUIMARAES Bruno,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351478-guimaraes-bruno.htm
DOUGLAS LUIZ,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351499-douglas-luiz.htm
ALVES Dani,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351502-alves-dani.htm
DIEGO CARLOS,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351503-diego-carlos.htm
ARANA Guilherme,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351537-arana-guilherme.htm
MENINO Gabriel,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351539-menino-gabriel.htm
MARTINELLI Gabriel,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351544-martinelli-gabriel.htm
LUCAO,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351587-lucao.htm
CUNHA Matheus,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351612-cunha-matheus.htm
NINO,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351613-nino.htm
MALCOM,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351620-malcom.htm
MATHEUS HENRIQUE,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351630-matheus-henrique.htm
PAULINHO,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351638-paulinho.htm
RICHARLISON,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351643-richarlison.htm
REINIER,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351646-reinier.htm
GRACA Ricardo,Male,Gold ,Brazil,BRA,Men,Football,../../../en/results/football/athlete-profile-n1351649-graca-ricardo.htm
ZUBIMENDI Martin,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1402143-zubimendi-martin.htm
GIL Oscar,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1402148-gil-oscar.htm
MINGUEZA Oscar,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1402149-mingueza-oscar.htm
ASENSIO Marco,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1328563-asensio-marco.htm
CEBALLOS Dani,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1328592-ceballos-dani.htm
CUCURELLA Marc,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1328604-cucurella-marc.htm
GIL Bryan,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1329209-gil-bryan.htm
GONZALEZ Pedri,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1329220-gonzalez-pedri.htm
FERNANDEZ Alvaro,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1329251-fernandez-alvaro.htm
TORRES Pau,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1329258-torres-pau.htm
GARCIA Eric,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1329269-garcia-eric.htm
MERINO Mikel,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1332360-merino-mikel.htm
MIR Rafa,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1332363-mir-rafa.htm
MIRANDA Juan,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1332365-miranda-juan.htm
MONCAYOLA Jon,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1332368-moncayola-jon.htm
OLMO Dani,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1332399-olmo-dani.htm
OYARZABAL Mikel,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1332402-oyarzabal-mikel.htm
PUADO Javier,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1334645-puado-javier.htm
SIMON Unai,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1334742-simon-unai.htm
SOLER Carlos,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1334746-soler-carlos.htm
VALLEJO Jesus,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1334762-vallejo-jesus.htm
VILLAR Ivan,Male,Silver ,Spain,ESP,Men,Football,../../../en/results/football/athlete-profile-n1334773-villar-ivan.htm
MARTIN Henry,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1409218-martin-henry.htm
MALAGON Luis,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1452204-malagon-luis.htm
ANGULO Ricardo,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1452249-angulo-ricardo.htm
BELTRAN Fernando,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1468605-beltran-fernando.htm
AGUIRRE Eduardo,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1300068-aguirre-eduardo.htm
AGUIRRE Erick,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1300069-aguirre-erick.htm
ALVARADO Roberto,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1300227-alvarado-roberto.htm
ANGULO Jesus,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1300344-angulo-jesus.htm
ANTUNA Uriel,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1300351-antuna-uriel.htm
CORDOVA Sebastian,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301345-cordova-sebastian.htm
ESQUIVEL Joaquin,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301384-esquivel-joaquin.htm
JURADO Sebastian,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301501-jurado-sebastian.htm
LAINEZ Diego,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301503-lainez-diego.htm
LORONA Vladimir,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301542-lorona-vladimir.htm
MONTES Cesar,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301996-montes-cesar.htm
MORA Adrian,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1301999-mora-adrian.htm
OCHOA Guillermo,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1302062-ochoa-guillermo.htm
RODRIGUEZ Carlos,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1302101-rodriguez-carlos.htm
ROMO Luis,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1303033-romo-luis.htm
SANCHEZ Jorge,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1303049-sanchez-jorge.htm
VASQUEZ Johan,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1303239-vasquez-johan.htm
VEGA Alexis,Male,Bronze ,Mexico,MEX,Men,Football,../../../en/results/football/athlete-profile-n1303256-vega-alexis.htm
KORDA Nelly,Female,Gold ,United States of America,USA,Women's Individual Stroke Play,Golf,../../../en/results/golf/athlete-profile-n1326376-korda-nelly.htm
INAMI Mone,Female,Silver ,Japan,JPN,Women's Individual Stroke Play,Golf,../../../en/results/golf/athlete-profile-n1447696-inami-mone.htm
KO Lydia,Female,Bronze ,New Zealand,NZL,Women's Individual Stroke Play,Golf,../../../en/results/golf/athlete-profile-n1459960-ko-lydia.htm
ABALO Luc,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350409-abalo-luc.htm
DESCAT Hugo,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350415-descat-hugo.htm
FABREGAS Ludovic,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350418-fabregas-ludovic.htm
GENTY Yann,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350419-genty-yann.htm
GERARD Vincent,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350420-gerard-vincent.htm
GUIGOU Michael,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350422-guigou-michael.htm
KARABATIC Nikola,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350423-karabatic-nikola.htm
KARABATIC Luka,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350424-karabatic-luka.htm
LAGARDE Romain,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350427-lagarde-romain.htm
MAHE Kentin,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350430-mahe-kentin.htm
MEM Dika,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350431-mem-dika.htm
NGUESSAN Timothey,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350434-nguessan-timothey.htm
PORTE Valentin,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350440-porte-valentin.htm
REMILI Nedim,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350442-remili-nedim.htm
RICHARDSON Melvyn,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350443-richardson-melvyn.htm
TOURNAT Nicolas,Male,Gold ,France,FRA,Men,Handball,../../../en/results/handball/athlete-profile-n1350446-tournat-nicolas.htm
ANDERSSON Lasse,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367051-andersson-lasse.htm
GIDSEL Mathias,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367062-gidsel-mathias.htm
HANSEN Johan,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367065-hansen-johan.htm
HOLM Jacob,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367066-holm-jacob.htm
JAKOBSEN Emil,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367069-jakobsen-emil.htm
LANDIN Magnus,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367072-landin-magnus.htm
LANDIN Niklas,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367073-landin-niklas.htm
MENSAH Mads,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367081-mensah-mads.htm
MOELLGAARD Henrik,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367086-moellgaard-henrik.htm
OLSEN Morten,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367088-olsen-morten.htm
SAUGSTRUP Magnus,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367091-saugstrup-magnus.htm
SVAN Lasse,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367092-svan-lasse.htm
TOFT HANSEN Henrik,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1367094-toft-hansen-henrik.htm
HANSEN Mikkel,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1390780-hansen-mikkel.htm
MOELLER Kevin,Male,Silver ,Denmark,DEN,Men,Handball,../../../en/results/handball/athlete-profile-n1390781-moeller-kevin.htm
GARCIA ROBLEDO Antonio,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1594387-garcia-robledo-antonio.htm
GOMEZ ABELLO Aleix,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314284-gomez-abello-aleix.htm
CORRALES RODAL Rodrigo,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314291-corrales-rodal-rodrigo.htm
MAQUEDA PENO Jorge,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314297-maqueda-peno-jorge.htm
SOLE SALA Ferran,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314302-sole-sala-ferran.htm
PEREZ de VARGAS MORENO Gonzalo,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314307-perez-de-vargas-moreno-gonzalo.htm
DUJSHEBAEV DOVICHEBAEVA Alex,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314309-dujshebaev-dovichebaeva-alex.htm
FIGUERAS TREJO Adrian,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314310-figueras-trejo-adrian.htm
MORROS de ARGILA Viran,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314311-morros-de-argila-viran.htm
ENTRERRIOS RODRIGUEZ Raul,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314313-entrerrios-rodriguez-raul.htm
GURBINDO MARTINEZ Eduardo,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314315-gurbindo-martinez-eduardo.htm
SARMIENTO MELIAN Daniel,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314316-sarmiento-melian-daniel.htm
SANCHEZ-MIGALLON NARANJO Miguel,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314317-sanchez-migallon-naranjo-miguel.htm
FERNANDEZ PEREZ Angel,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314319-fernandez-perez-angel.htm
AGUINAGALDE AQUIZU Julen,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314322-aguinagalde-aquizu-julen.htm
GUARDIOLA VILLAPLANA Gedeon,Male,Bronze ,Spain,ESP,Men,Handball,../../../en/results/handball/athlete-profile-n1314336-guardiola-villaplana-gedeon.htm
